2026-09-05T22:11:02Z	import-maildir	16980	16980	0	0	none
2026-09-11T02:07:05Z	import-maildir	893	893	0	0	none
2026-09-11T01:18:17Z	backfill-openwall	2021-01-01..2021-12-31	0	none	0
2026-09-11T11:39:05Z	import-maildir	808	808	0	0	none
2026-09-11T10:54:16Z	backfill-openwall	2020-01-01..2020-12-31	0	none	0
2026-09-11T12:54:12Z	import-maildir	906	906	0	0	none
2026-09-11T12:03:59Z	backfill-openwall	2019-01-01..2019-12-31	3	no-message-id	3
2026-09-11T14:09:20Z	import-maildir	1106	1106	0	0	none
2026-09-11T13:09:02Z	backfill-openwall	2018-01-01..2018-12-31	0	none	0
2026-09-11T16:58:16Z	import-maildir	2405	2405	0	0	none
2026-09-11T15:06:58Z	backfill-openwall	2017-01-01..2017-12-31	1	no-message-id	1
2026-09-11T23:51:55Z	import-maildir	2854	2854	0	0	none
2026-09-11T21:41:59Z	backfill-openwall	2016-01-01..2016-12-31	2	no-message-id	2
2026-09-12T16:09:11Z	import-maildir	3486	3484	2	15	Wide character in warn at /usr/share/perl5/PublicInbox/Import.pm line 312. 
2026-09-12T13:30:55Z	backfill-openwall	2014-01-01..2014-12-31	12	no-message-id	12
2026-09-12T23:26:51Z	import-maildir	2712	2711	1	7	Wide character in warn at /usr/share/perl5/PublicInbox/Import.pm line 312. 
2026-09-12T21:37:12Z	backfill-openwall	2013-01-01..2013-12-31	5	no-message-id	5
2026-09-13T14:26:21Z	import-maildir	2529	2529	0	0	none
2026-09-13T12:36:30Z	backfill-openwall	2012-01-01..2012-12-31	0	none	0
2026-09-14T01:47:33Z	import-maildir	2526	2526	0	0	none
2026-09-13T23:59:32Z	backfill-openwall	2011-01-01..2011-12-31	0	none	0
2026-09-14T03:37:38Z	import-maildir	1542	1542	0	0	none
2026-09-14T02:22:02Z	backfill-openwall	2010-01-01..2010-12-31	0	none	0
2026-09-14T11:47:39Z	import-maildir	1103	1103	0	0	none
2026-09-14T10:47:04Z	backfill-openwall	2009-01-01..2009-12-31	0	none	0
